id,BLOSUM1,BLOSUM2,BLOSUM3,BLOSUM4,BLOSUM5,BLOSUM6,BLOSUM7,BLOSUM8,BLOSUM9,BLOSUM10,PP1,PP2,PP3,F1,F2,F3,F4,F5,F6,KF1,KF2,KF3,KF4,KF5,KF6,KF7,KF8,KF9,KF10,MSWHIM1,MSWHIM2,MSWHIM3,E1,E2,E3,E4,E5,PD1,PD2,ProtFP1,ProtFP2,ProtFP3,ProtFP4,ProtFP5,ProtFP6,ProtFP7,ProtFP8,SV1,SV2,SV3,SV4,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,SVGER1,SVGER2,SVGER3,SVGER4,SVGER5,SVGER6,SVGER7,SVGER8,SVGER9,SVGER10,SVGER11,T1,T2,T3,T4,T5,VHSE1,VHSE2,VHSE3,VHSE4,VHSE5,VHSE6,VHSE7,VHSE8,Z1,Z2,Z3,Z4,Z5,class
771,-0.1406976744186047,-0.1655813953488372,0.22046511627906978,0.25581395348837216,0.35465116279069764,-0.07441860465116279,0.08186046511627906,-0.0006976744186046556,0.236046511627907,-0.006279069767441869,-0.1802325581395349,-0.3327906976744186,0.16860465116279072,0.10697674418604651,-0.17732558139534885,-0.3328139534883721,-0.0017674418604651243,-0.20876744186046509,0.09095348837209304,0.15558139534883722,-0.3569767441860465,0.14372093023255816,-0.18720930232558142,-0.1181395348837209,0.030465116279069795,0.19395348837209306,-0.0823255813953488,0.04581395348837209,0.30558139534883716,-0.29069767441860467,0.437906976744186,-0.39813953488372095,-0.005395348837209301,0.08913953488372094,-0.0016511627906976756,0.037906976744186034,-0.07676744186046512,-0.7413953488372093,-0.022325581395348827,0.2862790697674418,-1.387906976744186,0.5195348837209303,0.09511627906976744,0.4848837209302326,0.16627906976744186,0.07209302325581396,0.03581395348837211,0.2203023255813954,0.05476744186046511,-0.019093023255813947,0.10058139534883721,-0.9204418604651161,-0.17197674418604655,-0.04637209302325582,0.0931627906976744,-0.14846511627906975,-0.6612093023255814,0.135093023255814,0.22330232558139532,-0.20496046511627902,0.2915511627906976,-0.8044883720930234,0.045037209302325514,0.09884883720930228,-0.23731162790697674,-1.0879976744186044,-0.18276046511627908,-0.3129813953488372,0.22767441860465115,0.7701976744186045,-5.047441860465116,-0.3918604651162789,-0.04953488372093024,0.1297674418604651,0.8397674418604649,0.028372093023255794,-0.4146511627906977,-0.3139534883720931,0.039999999999999966,0.0958139534883721,0.03488372093023255,-0.18279069767441866,-0.17581395348837212,0.19069767441860463,-0.7181395348837208,0.5560465116279069,-0.18930232558139531,-0.3690697674418605,0
907,0.29749999999999993,0.10138888888888892,0.0013888888888888933,0.16666666666666663,-0.06666666666666668,0.3008333333333333,0.10166666666666664,0.055,0.09666666666666666,-0.04972222222222222,0.020000000000000007,-0.3297222222222222,0.05861111111111112,-0.2454444444444444,-0.3125,-0.16811111111111107,0.3249444444444445,-0.24325,-0.04749999999999994,0.25666666666666665,-0.21111111111111105,0.03527777777777776,0.18416666666666667,-0.07583333333333332,-0.23638888888888884,0.04055555555555555,0.3513888888888888,-0.018888888888888882,0.11388888888888886,-0.11305555555555556,0.3091666666666667,-0.4419444444444445,0.057444444444444444,0.057611111111111134,-0.010222222222222226,-0.034055555555555554,-0.01647222222222223,-0.4580555555555555,0.15583333333333332,-1.4649999999999999,-0.6933333333333336,0.2616666666666666,-0.2455555555555556,0.2172222222222223,0.3180555555555556,0.13861111111111113,0.1797222222222222,0.20991666666666664,-0.00952777777777777,-0.017027777777777777,-0.004750000000000003,-0.8399166666666668,-0.05408333333333334,-0.14894444444444443,-0.05847222222222223,-0.038944444444444434,-0.5233333333333334,0.09647222222222222,0.5368333333333334,-0.3436444444444443,-0.3834416666666666,-0.2798416666666667,0.7267305555555555,0.31366388888888896,0.0042027777777777775,-0.7358333333333332,-0.44995277777777787,-0.3744194444444444,0.14036666666666678,0.6965055555555555,-4.466666666666666,0.11083333333333338,0.09694444444444444,-0.056111111111111084,0.8894444444444444,-0.1877777777777777,-0.05888888888888889,-0.3144444444444445,0.28888888888888886,-0.13722222222222225,0.05583333333333337,0.29138888888888886,-0.1927777777777778,0.7266666666666668,-0.35250000000000004,-0.21500000000000005,-0.39027777777777783,0.13222222222222224,0
504,-0.4175,-0.5141666666666668,-0.45999999999999996,-0.23166666666666666,0.23166666666666666,0.23833333333333337,0.26166666666666666,0.09083333333333332,0.23750000000000002,-0.24583333333333335,-0.5358333333333335,-0.1125,0.1791666666666667,0.3089166666666667,0.8426666666666666,0.22325000000000003,1.2211666666666667,0.1978333333333333,0.07925,-0.9258333333333333,-0.13083333333333333,-0.43,-0.22000000000000006,-0.058333333333333355,-1.5216666666666667,0.6933333333333334,-0.26499999999999996,0.2625,0.38083333333333336,-0.555,0.44083333333333335,-0.09999999999999999,-0.07591666666666666,-0.04566666666666666,-0.23416666666666666,-0.20533333333333337,0.1416666666666667,-0.09333333333333328,-0.6558333333333333,1.6908333333333332,-0.4658333333333334,-0.9958333333333336,1.3441666666666665,-1.1541666666666668,0.8675,-0.3933333333333333,0.335,0.25333333333333335,0.11658333333333333,0.017916666666666664,-0.21208333333333332,-0.85975,-0.2924166666666666,0.02333333333333333,8.33333333333311e-05,-0.5505000000000001,0.17008333333333325,0.07683333333333334,0.41291666666666665,-1.0286249999999997,-0.9629916666666666,0.8523249999999999,-0.8219583333333333,1.0596333333333334,0.4069833333333333,-2.3043416666666663,1.094675,-1.1749500000000002,-1.5441583333333335,0.0658916666666667,-4.709166666666667,0.21583333333333332,-0.5216666666666667,0.8608333333333332,0.4841666666666666,0.4383333333333334,-0.022500000000000034,0.06749999999999996,-0.3766666666666667,0.5275,-0.6075,0.42,-0.3625,-1.5025000000000002,-0.7375000000000002,-1.0050000000000001,0.0825,0.7008333333333333,1
1331,0.056326530612244866,-0.043265306122449,0.12897959183673469,0.1510204081632653,0.21306122448979598,0.0016326530612244777,-0.024489795918367356,-0.08734693877551021,0.106734693877551,0.12428571428571428,-0.01367346938775511,-0.31795918367346937,0.06897959183673467,-0.09151020408163266,-0.1306530612244898,-0.244,-0.16502040816326535,-0.2253673469387755,0.026000000000000023,0.09693877551020406,-0.21183673469387757,0.1355102040816327,0.0032653061224489736,-0.0730612244897959,0.2973469387755102,0.034489795918367344,0.0246938775510204,-0.07816326530612246,0.1016326530612245,-0.18714285714285717,0.42469387755102045,-0.4416326530612245,0.013265306122448976,0.0426530612244898,0.00679591836734694,0.058571428571428566,-0.06418367346938776,-0.4330612244897959,0.1253061224489796,-0.19510204081632643,-0.6851020408163266,0.2295918367346938,-0.1348979591836735,0.49448979591836734,0.08632653061224492,0.06020408163265303,0.001020408163265311,0.21569387755102043,0.009163265306122452,-0.02995918367346939,0.07459183673469387,-0.8214489795918367,-0.16869387755102042,-0.14375510204081632,-0.011469387755102037,0.03377551020408164,-0.49569387755102046,0.19608163265306122,0.13518367346938776,-0.6850591836734693,0.3125,-0.3800448979591836,0.12704081632653058,-0.1608857142857143,-0.20028571428571426,-1.0093959183673469,-0.3266163265306123,0.10490816326530615,-0.7030775510204081,0.29386938775510213,-4.427346938775511,-0.25448979591836735,0.07326530612244896,0.02142857142857143,0.7195918367346938,-0.09102040816326529,-0.23469387755102036,-0.20469387755102042,0.04795918367346936,-0.04428571428571428,0.1106122448979592,-0.08877551020408166,-0.1326530612244898,0.4677551020408163,-0.3848979591836735,0.3079591836734694,-0.1073469387755102,-0.29326530612244894,0
94,-0.165,-0.205,-0.3541666666666667,-0.4383333333333333,0.23166666666666666,0.33666666666666667,0.14833333333333334,0.08750000000000001,-0.09166666666666667,-0.19000000000000003,-0.2058333333333333,-0.029166666666666664,0.3008333333333333,0.05049999999999999,0.36775,0.30575,0.6096666666666667,-0.09558333333333334,0.23108333333333334,-0.33666666666666667,0.19666666666666666,-0.08833333333333332,0.057499999999999975,0.39166666666666666,-0.9208333333333334,0.4883333333333333,-0.09750000000000003,-0.5091666666666664,0.2758333333333333,-0.49833333333333335,0.4683333333333333,-0.0725,-0.024999999999999994,-0.06316666666666666,-0.072,-0.16358333333333333,0.057249999999999995,0.3791666666666667,-0.15083333333333335,0.5058333333333332,0.6458333333333334,0.03666666666666668,1.04,-0.8858333333333333,0.8433333333333334,0.02416666666666668,0.22166666666666665,0.2383333333333334,0.043750000000000004,0.03325,-0.16708333333333333,-0.6921666666666666,-0.07991666666666666,0.06416666666666666,-0.059666666666666666,-0.33958333333333335,0.3518333333333333,0.2386666666666666,0.2733333333333333,1.3876333333333333,-1.052725,-0.03063333333333344,-1.1278749999999997,0.873925,0.35788333333333333,0.13616666666666674,0.43655,-1.1683916666666667,1.4063916666666667,-0.36834999999999996,-3.679166666666666,0.5308333333333333,-0.8524999999999999,0.6375,0.2091666666666667,0.19250000000000003,0.16749999999999998,0.225,0.13499999999999998,0.6374999999999998,-0.3316666666666667,0.5083333333333332,-0.35250000000000004,-0.8616666666666669,-0.29,-1.1308333333333334,0.5108333333333334,0.14500000000000002,1
553,0.08783783783783781,-0.25648648648648653,0.0591891891891892,0.031351351351351364,0.4389189189189189,0.09486486486486485,0.09405405405405402,0.11405405405405404,0.0908108108108108,-0.17999999999999997,-0.09945945945945947,-0.24135135135135136,0.2845945945945945,-0.23508108108108108,0.03291891891891892,-0.24491891891891895,0.125027027027027,-0.304027027027027,0.34721621621621623,-0.016486486486486505,-0.16621621621621624,0.17945945945945949,0.20594594594594592,-0.09675675675675675,-0.16459459459459458,0.6221621621621621,0.15783783783783784,0.015135135135135137,0.36918918918918914,-0.37675675675675674,0.2710810810810811,-0.12162162162162164,0.03286486486486486,0.007162162162162161,-0.03713513513513514,-0.02481081081081083,-0.07497297297297298,-0.4251351351351351,0.17108108108108108,-0.49,-0.35027027027027036,0.4137837837837838,0.46108108108108103,0.22432432432432434,0.6467567567567568,0.20297297297297293,0.0381081081081081,0.22648648648648645,0.03929729729729729,-0.025297297297297294,-0.02489189189189189,-0.8705675675675675,-0.1366486486486487,-0.01732432432432431,0.1375405405405405,-0.24083783783783788,-0.3065675675675676,0.24797297297297294,0.340945945945946,-0.7199216216216214,-0.10042432432432433,-0.8923675675675674,-0.2663918918918919,0.4328972972972972,0.0489621621621622,-1.9885594594594591,-0.26934864864864866,-0.5466486486486486,-0.25829459459459436,0.5295243243243244,-4.74027027027027,0.4129729729729731,-0.34945945945945944,0.36378378378378373,0.7208108108108109,-0.2097297297297297,-0.20648648648648651,-0.13999999999999996,0.25243243243243235,0.2962162162162162,0.0983783783783784,0.34081081081081077,-0.22729729729729736,0.6637837837837837,-0.5608108108108109,-0.22270270270270276,-0.03756756756756756,-0.29702702702702705,1
795,0.11130434782608692,-0.26260869565217393,-0.032608695652173926,-0.016521739130434768,0.2652173913043479,0.12304347826086953,0.12260869565217394,-0.18391304347826085,0.13826086956521735,-0.3073913043478261,-0.09869565217391309,-0.2234782608695652,0.3243478260869565,-0.3048695652173913,-0.06152173913043477,-0.19291304347826085,0.09113043478260865,-0.008608695652173912,0.4497826086956521,0.08086956521739133,-0.1273913043478261,0.24913043478260868,0.20739130434782616,0.19130434782608693,-0.22217391304347836,0.24999999999999997,-0.1517391304347826,0.004347826086956508,0.18999999999999997,-0.3960869565217392,0.47347826086956524,-0.26304347826086955,0.02882608695652174,0.015652173913043476,-0.008043478260869567,-0.058652173913043476,-0.087,-0.318695652173913,0.013043478260869547,-0.5669565217391305,-0.13913043478260873,0.32695652173913053,0.8586956521739129,0.2669565217391304,-0.04304347826086959,-0.03304347826086955,0.45304347826086955,0.22547826086956518,0.04504347826086957,-0.01134782608695652,0.04234782608695651,-0.8341739130434782,-0.15817391304347825,-0.061913043478260876,0.0837391304347826,-0.21617391304347824,-0.29534782608695653,0.24178260869565224,0.16213043478260872,0.7820521739130434,-0.15973478260869567,-1.0907260869565218,-0.3919217391304349,0.8147999999999999,0.006500000000000006,-0.178295652173913,-0.11211739130434781,-0.5650565217391303,1.8805173913043478,0.6879565217391305,-4.463478260869565,0.12130434782608696,-0.3482608695652173,0.1656521739130435,0.5495652173913044,-0.15999999999999998,-0.19956521739130434,-0.07956521739130437,-0.009999999999999976,0.3882608695652174,0.19000000000000003,-0.0008695652173913486,0.10913043478260871,0.4147826086956522,-0.2834782608695652,-0.16695652173913048,0.15913043478260872,-0.06695652173913039,0
1159,0.7373333333333335,0.11711111111111108,-0.47666666666666674,-0.3033333333333333,0.526888888888889,-0.1973333333333334,-0.13733333333333334,0.08177777777777778,0.16066666666666662,0.05422222222222222,0.5271111111111112,-0.11044444444444444,0.06733333333333333,-0.7210444444444445,0.30679999999999996,-0.03962222222222222,-0.4123555555555556,0.08293333333333332,0.5790444444444447,-0.1662222222222222,0.37933333333333324,0.07888888888888887,0.8651111111111113,-0.01733333333333332,0.414,0.5506666666666666,-0.3588888888888889,0.09377777777777775,-0.18666666666666668,-0.013555555555555562,0.4282222222222222,0.007555555555555529,0.12015555555555557,-0.16882222222222223,0.008088888888888889,0.004888888888888886,-0.09282222222222221,0.5637777777777779,0.868888888888889,-2.4691111111111113,2.609555555555555,-0.06822222222222223,0.37244444444444447,0.43644444444444425,0.29755555555555563,-0.14644444444444446,0.09822222222222222,0.21046666666666664,-0.1756222222222222,-0.056777777777777774,-0.05891111111111113,-0.5560666666666667,0.13299999999999998,-0.06022222222222221,-0.09322222222222223,0.12008888888888888,0.22908888888888887,0.42317777777777776,0.2181111111111111,1.1612733333333332,-0.8716088888888889,-1.4378755555555558,0.5941800000000003,-0.6010622222222223,0.037475555555555574,1.4212400000000003,-1.5045044444444442,0.10793555555555553,2.264648888888889,-0.40128444444444444,-2.6804444444444444,1.3853333333333333,-0.26066666666666666,-0.28111111111111114,0.21199999999999994,-0.7957777777777778,0.3219999999999999,0.35288888888888886,0.3928888888888889,0.18044444444444444,0.588888888888889,0.2664444444444445,0.2326666666666667,1.8451111111111114,0.7246666666666667,-0.8706666666666667,-0.08644444444444448,-0.09466666666666665,0
830,-0.05033333333333335,-0.274,0.031999999999999994,0.05333333333333334,0.2746666666666666,0.06899999999999998,0.15399999999999997,0.007,-0.13733333333333334,-0.20900000000000002,-0.2073333333333333,-0.15299999999999994,0.2056666666666667,0.10563333333333333,-0.17806666666666662,-0.1329333333333333,-0.03873333333333337,0.013399999999999994,0.4040333333333334,0.21933333333333335,-0.08900000000000002,0.37433333333333335,-0.008666666666666645,-0.22500000000000003,0.183,0.5780000000000001,-0.019666666666666662,0.2836666666666667,0.01000000000000003,-0.33499999999999996,0.476,-0.19133333333333333,-0.008499999999999992,0.04243333333333334,0.0313,-0.020333333333333335,-0.08103333333333335,-0.1599999999999999,-0.06166666666666664,0.3056666666666666,-0.45166666666666677,0.6776666666666668,0.36566666666666664,0.4513333333333333,-0.0013333333333333864,0.07833333333333332,0.04,0.22186666666666666,0.03966666666666667,-0.012333333333333335,0.011633333333333329,-0.8064333333333332,-0.1281,-0.04083333333333334,0.10526666666666665,-0.2622333333333333,-0.20946666666666666,0.2655666666666667,0.12003333333333328,-0.34506000000000003,-0.1625933333333334,-0.6140033333333333,-0.4230700000000001,0.4047366666666667,-0.20270999999999992,-1.0978199999999996,-0.06805000000000001,-0.3562133333333334,0.1675033333333332,0.7387666666666667,-4.2876666666666665,0.22233333333333333,-0.3463333333333333,0.258,0.5183333333333333,-0.0050000000000000044,-0.14666666666666664,-0.05433333333333333,0.15933333333333335,0.28833333333333333,0.078,0.04033333333333327,0.08633333333333333,0.06933333333333325,-0.2936666666666666,-0.17133333333333342,0.0916666666666667,-0.16366666666666665,0
1006,0.10541666666666664,-0.3383333333333334,0.7408333333333333,0.2175,0.21708333333333338,0.0970833333333333,0.055833333333333325,-0.1616666666666667,0.11833333333333333,0.10583333333333333,-0.2075,-0.5791666666666667,0.245,0.016625000000000025,-0.6565833333333334,-0.8600833333333334,-0.05183333333333336,-0.2502916666666667,-0.12441666666666666,0.49000000000000005,-0.8391666666666667,0.2333333333333333,-0.17083333333333336,-0.18416666666666667,0.44708333333333333,0.06583333333333334,-0.08875,-0.4066666666666667,0.28,-0.45208333333333334,0.37958333333333333,-0.6454166666666666,0.04679166666666667,0.21504166666666666,0.014875,0.08720833333333332,-0.10770833333333335,-1.7141666666666666,0.1066666666666667,-1.0020833333333334,-3.2254166666666673,0.9166666666666666,-0.20541666666666666,0.72375,0.10083333333333337,0.13958333333333336,0.05791666666666665,0.21083333333333334,0.131625,-0.08741666666666664,0.19720833333333332,-1.1860833333333334,-0.36391666666666667,-0.3479166666666667,0.1791666666666667,-0.028083333333333294,-1.2318333333333333,0.27787500000000004,0.2569166666666666,-1.43625,0.37384583333333343,-1.2622208333333331,0.11294583333333326,0.36124583333333327,-0.5100208333333334,-2.7801249999999995,-0.4186166666666667,-0.20183749999999998,-1.167666666666667,1.2846,-6.602083333333333,-0.9325,0.18875,0.23416666666666666,1.3150000000000002,-0.09708333333333334,-0.86875,-0.8566666666666666,0.11499999999999995,-0.20083333333333334,-0.08124999999999999,-0.13875000000000007,-0.1129166666666667,0.9054166666666665,-1.6037499999999998,0.9279166666666666,-0.46749999999999997,-0.52125,0
