id,BLOSUM1,BLOSUM2,BLOSUM3,BLOSUM4,BLOSUM5,BLOSUM6,BLOSUM7,BLOSUM8,BLOSUM9,BLOSUM10,PP1,PP2,PP3,F1,F2,F3,F4,F5,F6,KF1,KF2,KF3,KF4,KF5,KF6,KF7,KF8,KF9,KF10,MSWHIM1,MSWHIM2,MSWHIM3,E1,E2,E3,E4,E5,PD1,PD2,ProtFP1,ProtFP2,ProtFP3,ProtFP4,ProtFP5,ProtFP6,ProtFP7,ProtFP8,SV1,SV2,SV3,SV4,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,SVGER1,SVGER2,SVGER3,SVGER4,SVGER5,SVGER6,SVGER7,SVGER8,SVGER9,SVGER10,SVGER11,T1,T2,T3,T4,T5,VHSE1,VHSE2,VHSE3,VHSE4,VHSE5,VHSE6,VHSE7,VHSE8,Z1,Z2,Z3,Z4,Z5,class
443,-0.17857142857142855,-0.7192857142857143,-0.015714285714285726,-0.0507142857142857,-0.2235714285714286,0.1678571428571429,0.16071428571428573,-0.07499999999999998,0.21500000000000002,0.19357142857142856,-0.5885714285714284,-0.4892857142857142,0.030714285714285694,0.001142857142857128,0.1365,-0.3854285714285713,0.6338571428571429,0.19357142857142864,-0.2482142857142857,-0.3971428571428571,-0.7514285714285714,0.020714285714285748,-0.285,0.062142857142857125,-0.255,-0.25999999999999995,-0.13714285714285715,-0.24357142857142852,0.027857142857142858,-0.6607142857142858,0.4742857142857143,-0.5907142857142856,-0.047214285714285716,0.11835714285714286,-0.15164285714285716,-0.03628571428571429,0.026714285714285718,-1.2064285714285714,-0.7092857142857142,0.6885714285714286,-2.6935714285714285,-0.9992857142857144,0.5057142857142858,-0.2735714285714285,-0.07071428571428572,-0.2614285714285714,0.32500000000000007,0.23085714285714287,0.15007142857142858,-0.10457142857142858,-0.024499999999999997,-1.1516428571428572,-0.44785714285714284,-0.3132857142857143,0.15871428571428572,-0.23771428571428574,-0.6576428571428572,0.06414285714285714,0.12200000000000001,-2.8427928571428573,-0.30565,0.006592857142857107,-0.5503,0.36815,0.029507142857142888,-4.046892857142857,0.43681428571428565,-0.2584214285714286,-3.4577999999999998,0.7666642857142857,-6.402857142857143,-0.72,-0.024285714285714237,0.8271428571428571,0.8935714285714285,0.32,-0.6214285714285716,-0.5735714285714285,-0.595,-0.1514285714285714,-0.6614285714285714,-0.05571428571428575,-0.0235714285714286,-0.7728571428571428,-1.5585714285714285,0.04428571428571423,-0.3735714285714286,0.40285714285714286,0
834,0.24714285714285714,-0.23428571428571435,-0.06214285714285709,-0.04785714285714287,-0.0735714285714286,0.3364285714285714,0.04,0.05714285714285711,0.22357142857142856,-0.03071428571428571,-0.10571428571428569,-0.3707142857142857,0.050714285714285726,-0.30242857142857144,-0.009785714285714255,-0.23721428571428568,0.5710000000000001,-0.142,0.010785714285714272,-0.125,-0.35428571428571426,0.08499999999999995,0.24357142857142855,-0.19285714285714287,-0.3485714285714286,0.1392857142857143,0.20857142857142857,-0.15357142857142853,-0.03285714285714287,-0.3357142857142856,0.30357142857142855,-0.36,0.04107142857142857,0.044571428571428574,-0.09407142857142857,-0.074,-0.008071428571428582,-0.6428571428571429,0.023571428571428608,-1.2407142857142859,-1.0114285714285713,-0.44928571428571423,0.1328571428571428,-0.12500000000000003,0.5271428571428571,0.1928571428571428,0.26785714285714285,0.222,0.0325,-0.05792857142857142,-0.05821428571428571,-0.9405714285714285,-0.25457142857142856,-0.2463571428571429,0.02271428571428571,-0.13014285714285714,-0.4471428571428572,0.12657142857142856,0.5006428571428572,-0.9839785714285717,-0.8016,-0.44264285714285717,0.39042142857142853,0.5027071428571429,0.28093571428571434,-1.8323357142857142,-0.3971357142857143,-0.5782857142857143,-0.6427214285714283,0.6088214285714286,-5.056428571428571,0.23714285714285724,0.037142857142857165,0.2864285714285714,0.9057142857142857,-0.16285714285714284,-0.1842857142857143,-0.355,0.005714285714285656,-0.14214285714285718,-0.24357142857142858,0.3549999999999999,-0.17928571428571427,0.5107142857142858,-0.8814285714285715,-0.5671428571428572,-0.7042857142857144,0.18357142857142858,0
799,0.6472727272727272,-0.018181818181818184,-0.5672727272727273,-0.16454545454545455,0.08727272727272727,-0.14272727272727276,-0.05909090909090909,0.06909090909090909,0.14545454545454548,0.11636363636363636,0.33,-0.18272727272727274,-0.08363636363636363,-0.5302727272727273,0.41281818181818186,-0.022727272727272676,0.11027272727272729,0.48645454545454564,0.11190909090909094,-0.33545454545454545,0.20909090909090908,-0.1581818181818182,0.5845454545454546,-0.4581818181818182,0.07454545454545457,-0.04636363636363638,-0.3254545454545455,0.12636363636363637,-0.050909090909090925,-0.13272727272727272,0.35727272727272724,-0.11,0.08445454545454546,-0.1190909090909091,-0.061909090909090934,-0.04381818181818182,0.03045454545454546,0.35545454545454547,0.52,-1.8827272727272726,1.5363636363636362,-0.8545454545454544,0.22000000000000003,-0.480909090909091,0.14636363636363636,-0.1463636363636364,-0.5927272727272727,0.23172727272727273,-0.08463636363636362,-0.013181818181818178,-0.061454545454545456,-0.6268181818181818,-0.11145454545454549,-0.23409090909090907,-0.24572727272727277,0.09945454545454545,0.23472727272727267,0.3850909090909091,0.15536363636363637,1.2474818181818181,-1.6832272727272726,-0.36977272727272725,0.5263636363636364,-0.5434181818181818,0.08026363636363643,1.9944454545454549,-1.1565909090909092,-0.023699999999999995,1.956681818181818,-0.16619090909090925,-3.0745454545454547,0.8600000000000001,-0.08999999999999998,-0.21818181818181823,0.21727272727272728,-0.5172727272727272,0.2609090909090909,0.22,0.0918181818181818,-0.23545454545454553,0.007272727272727259,0.46818181818181814,0.4436363636363636,1.1954545454545453,0.4,-0.7927272727272726,-0.4390909090909091,0.31181818181818177,0
517,0.05750000000000003,-0.374,-0.3695,-0.06799999999999999,0.0205,0.17099999999999999,0.004500000000000001,0.08299999999999999,0.21050000000000005,0.176,-0.16649999999999995,-0.31399999999999995,-0.05249999999999999,-0.0871,0.5214,-0.07254999999999998,0.689,0.05014999999999999,-0.027250000000000003,-0.6555,-0.27249999999999996,-0.05349999999999998,0.12599999999999997,-0.273,-0.46049999999999996,0.1265,-0.05900000000000001,0.0975,-0.050999999999999976,-0.378,0.387,-0.302,-0.0129,-0.020050000000000002,-0.17434999999999998,-0.08035,0.0406,-0.35999999999999993,-0.13249999999999998,0.04599999999999995,-0.6075000000000002,-1.2894999999999999,0.4285,-0.41200000000000003,0.5765,-0.009999999999999998,-0.0905,0.23620000000000002,0.026450000000000008,-0.06294999999999999,-0.13599999999999998,-0.89225,-0.33945000000000003,-0.27054999999999996,-0.0647,-0.1142,-0.05055000000000006,0.1546,0.2997000000000001,-1.7714400000000001,-1.118805,0.5053449999999998,0.076065,0.09614,0.21188500000000002,-2.187995,-0.10622000000000001,-0.3737149999999999,-2.35945,-0.04361499999999998,-4.794,0.2825000000000001,0.05150000000000003,0.48749999999999993,0.6604999999999999,0.007500000000000029,-0.134,-0.14500000000000002,-0.348,-0.09750000000000004,-0.43950000000000006,0.3685,-0.18850000000000003,-0.09950000000000007,-0.8354999999999999,-0.8390000000000001,-0.5974999999999999,0.43899999999999995,0
509,0.46950000000000003,-0.11849999999999998,-0.4400000000000001,-0.22899999999999995,0.2145,0.21200000000000002,-0.09399999999999997,-0.02099999999999999,0.009000000000000011,-0.10600000000000001,0.28900000000000003,-0.10500000000000002,0.15899999999999997,-0.5935,0.3353,0.16940000000000002,0.14730000000000004,-0.14040000000000002,0.47775,-0.257,0.29450000000000004,0.25749999999999995,0.718,-0.2165,-0.17700000000000005,0.129,0.07249999999999998,-0.006499999999999973,-0.2860000000000001,-0.2784999999999999,0.30299999999999994,-0.028499999999999998,0.06680000000000001,-0.136,-0.042350000000000006,-0.10665000000000002,-0.053799999999999994,0.519,0.4575,-1.4419999999999997,1.9695,-0.7079999999999999,0.7155000000000001,-0.08600000000000003,0.43499999999999994,0.45999999999999996,-0.020500000000000025,0.23149999999999998,-0.07175000000000001,-0.024050000000000002,-0.13845,-0.6022,-0.15750000000000003,-0.22685,-0.1519,0.04025000000000001,0.33834999999999993,0.32870000000000005,0.18025,0.6331,-1.49737,0.07220000000000001,-0.22523999999999997,0.22176999999999997,0.256155,0.6206600000000001,-0.74748,-0.4141500000000001,1.136135,-0.120995,-3.0295,1.0879999999999999,-0.1865,0.1385,0.2800000000000001,-0.48299999999999993,0.392,0.3185,0.03599999999999999,0.25149999999999995,0.14500000000000002,0.5685,0.012000000000000005,1.007,0.393,-1.2355,-0.08900000000000002,0.2465,0
466,0.05357142857142859,-0.4521428571428571,-0.24571428571428572,0.09857142857142856,0.21857142857142856,0.24714285714285714,0.2421428571428572,-0.32714285714285707,0.1571428571428571,0.13928571428571426,-0.15999999999999998,-0.30142857142857143,0.28357142857142853,-0.0997857142857143,0.32492857142857134,-0.20914285714285707,0.40828571428571425,-0.004714285714285713,0.38321428571428573,-0.43500000000000005,-0.3707142857142857,0.37,0.19285714285714287,-0.24285714285714285,-0.09714285714285713,-0.1992857142857143,-0.2035714285714286,0.04357142857142856,0.038571428571428576,-0.49714285714285716,0.547142857142857,-0.38499999999999995,-0.01099999999999999,0.011214285714285718,-0.12807142857142856,-0.06507142857142857,-0.08057142857142859,-0.5121428571428571,-0.21428571428571427,0.23785714285714293,-0.7521428571428572,-0.8721428571428571,1.157857142857143,0.41571428571428576,0.032857142857142904,-0.1892857142857143,0.10428571428571425,0.23692857142857143,0.07514285714285716,-0.054285714285714284,0.011428571428571432,-0.9134999999999999,-0.3255714285714286,-0.3711428571428571,-0.021642857142857137,-0.04271428571428574,-0.4091428571428572,0.2972142857142857,0.14771428571428574,-1.0553928571428572,-0.9562142857142858,0.20966428571428564,-0.3164928571428572,0.41027857142857144,-0.4222428571428571,-1.694992857142857,-0.2865642857142857,-0.3822285714285715,-1.0280285714285715,0.9983785714285717,-5.032857142857144,0.027857142857142907,0.06714285714285718,0.45357142857142857,0.7399999999999999,-0.06142857142857144,-0.2914285714285715,-0.20142857142857146,-0.4557142857142858,0.2607142857142858,-0.12071428571428573,0.13857142857142857,-0.03571428571428573,0.2542857142857143,-0.6935714285714286,-0.6614285714285716,0.10928571428571428,0.3735714285714286,0
347,0.10350000000000001,-0.316,-0.2065,0.11950000000000001,-0.06,0.1955,0.1675,0.15300000000000002,0.22999999999999998,0.2595,-0.2505,-0.368,0.05600000000000001,-0.30700000000000005,0.31845,-0.2527499999999999,0.47595,-0.10274999999999998,0.04140000000000007,-0.4885,-0.42699999999999994,0.16050000000000003,0.10850000000000001,-0.23249999999999998,-0.10000000000000002,-0.33999999999999997,0.26349999999999996,-0.08800000000000001,0.221,-0.402,0.32500000000000007,-0.384,-0.0121,0.024900000000000005,-0.14965,-0.024850000000000004,-0.013850000000000006,-0.6375,-0.16250000000000003,0.04150000000000005,-1.2645,-0.9339999999999999,0.3535,-0.0505,0.5110000000000001,-0.08050000000000002,-0.3135,0.23205,0.07175,-0.038099999999999995,-0.0771,-0.9454,-0.2975,-0.27759999999999996,-0.016249999999999997,-0.13065,-0.44164999999999993,0.30305000000000004,0.39920000000000005,-1.4253600000000002,-0.6775150000000002,-0.08318,0.206285,0.194735,-0.10695999999999997,-2.2169849999999998,-0.17875500000000005,-0.3869,-1.6576700000000002,0.6098099999999999,-5.1415,-0.02649999999999995,0.007500000000000023,0.384,0.8239999999999998,-0.036999999999999984,-0.3440000000000001,-0.3245,-0.2555,-0.12450000000000001,-0.352,0.4474999999999999,-0.10500000000000001,0.3355,-0.9349999999999999,-0.508,-0.16099999999999998,0.21100000000000002,0
14,-0.0885714285714256,-0.45071428571428573,-0.4078571428571428,-0.3078571428571429,0.3307142857142858,0.20785714285714282,0.2935714285714286,0.08214285714285711,0.3578571428571428,-0.307142857142857,-0.37785714285714284,-0.13857142857142857,0.3357142857142856,-0.004285714285714274,0.7820714285714285,0.10978571428571428,1.0573571428571429,0.11164285714285714,0.20042857142857143,-0.8792857142857144,-0.1142857142857143,-0.4535714285714286,0.11357142857142853,0.14285714285714282,-1.445,0.6757142857142858,-0.19,0.1392857142857143,0.31142857142857144,-0.5478571428571429,0.35214285714285715,-0.03285714285714287,-0.01071428571428572,-0.07928571428571429,-0.22200000000000003,-0.20564285714285718,0.11578571428571428,-0.1928571428571428,-0.35999999999999993,0.3178571428571428,0.057142857142857,-0.7835714285714285,1.657142857142857,-1.0714285714285714,0.9699999999999999,-0.40571428571428564,0.5171428571428571,0.24671428571428572,0.10357142857142858,0.015071428571428572,-0.22035714285714286,-0.8607857142857143,-0.24507142857142855,0.014928571428571432,0.011928571428571426,-0.5154285714285715,0.057785714285714204,0.1774285714285714,0.529357142857143,-0.8131785714285712,-0.8287785714285713,0.2812142857142857,-0.7011000000000001,1.3214499999999998,0.48492142857142856,-2.3675357142857143,0.8879142857142858,-1.2021214285714286,-0.8604642857142857,0.10268571428571434,-4.744285714285715,0.3828571428571429,-0.6085714285714285,0.767142857142857,0.5449999999999998,0.12214285714285718,-0.0035714285714285943,0.03571428571428566,-0.21714285714285714,0.6721428571428572,-0.3921428571428572,0.6128571428571428,-0.28214285714285714,-0.6378571428571428,-0.5778571428571428,-1.067857142857143,0.3250000000000001,0.6778571428571428,0
531,0.21000000000000002,0.280625,-0.28375000000000006,0.211875,0.073125,0.016249999999999987,0.14250000000000002,0.133125,0.239375,-0.0062500000000000056,0.08687500000000002,-0.15875,0.06812499999999999,-0.3674375,0.08849999999999998,0.12231250000000005,0.12543749999999998,-0.19806249999999997,0.184125,-0.0575,0.133125,-0.016875,0.24812499999999998,-0.060624999999999984,-0.280625,-0.12812500000000002,0.31062500000000004,0.255625,0.40562499999999996,0.027499999999999997,0.2975,-0.285625,0.029249999999999995,-0.05412499999999999,-0.019375000000000003,-0.0325,-0.012250000000000004,0.22937500000000005,0.196875,-0.59125,0.7793749999999998,0.020000000000000018,0.019999999999999962,0.184375,0.29937499999999995,-0.0625,0.06499999999999999,0.2114375,-0.03856249999999999,0.048437500000000015,-0.064875,-0.616125,0.05243749999999999,0.014312500000000006,-0.1743125,-0.07250000000000001,-0.264375,0.19143749999999998,0.47768749999999993,0.3050375000000001,0.003993750000000046,0.0867125,0.7638625,0.133375,-0.005906249999999974,0.3342937500000003,-0.1373625,-0.1668,0.66545,0.35683125000000004,-3.1799999999999997,0.23187500000000005,-0.030625000000000006,-0.275625,0.550625,-0.20437500000000003,0.235625,0.09,0.180625,0.10937499999999997,0.26375000000000004,0.329375,-0.024375000000000008,0.6462500000000001,0.39562500000000006,-0.3812500000000001,0.31,0.11187500000000002,0
906,0.25588235294117645,-0.36470588235294116,-0.3835294117647059,0.05529411764705884,0.02294117647058823,0.18,-0.012941176470588253,-0.08529411764705883,0.21823529411764706,0.13823529411764704,-0.052352941176470595,-0.37882352941176467,-0.011764705882352929,-0.42705882352941177,0.5756470588235294,-0.16217647058823528,0.6,0.034176470588235294,-0.09635294117647059,-0.6982352941176471,-0.2764705882352941,-0.12470588235294118,0.2858823529411764,-0.141764705882353,-0.47705882352941176,-0.060000000000000026,0.09588235294117646,0.11941176470588237,-0.050588235294117614,-0.3729411764705882,0.31529411764705884,-0.32352941176470595,0.019941176470588236,-0.040647058823529425,-0.18764705882352942,-0.061588235294117645,0.041176470588235294,-0.4617647058823529,-0.02588235294117648,-0.5288235294117647,-0.37764705882352934,-1.4982352941176469,0.6399999999999999,-0.5288235294117647,0.4982352941176471,0.07294117647058829,-0.41176470588235287,0.24788235294117644,0.0333529411764706,-0.054,-0.08988235294117647,-0.9009411764705881,-0.4287058823529412,-0.3225882352941176,-0.0972941176470588,-0.005058823529411753,-0.02976470588235298,0.15105882352941177,0.18682352941176475,-2.0684823529411767,-0.9209764705882354,0.6603058823529411,0.009464705882352917,0.07681176470588237,0.22909999999999997,-2.204982352941176,-0.13082352941176467,-0.12572941176470587,-2.6874000000000002,-0.25606470588235297,-4.857058823529412,0.17882352941176466,0.1711764705882353,0.39764705882352946,0.6494117647058824,-0.15705882352941172,-0.19588235294117654,-0.1523529411764706,-0.39941176470588236,-0.15352941176470591,-0.35764705882352943,0.48176470588235293,-0.18294117647058822,0.3717647058823529,-0.6470588235294118,-0.591764705882353,-0.6117647058823531,0.5047058823529412,0
